logFC logCPM LR PValue padj
HELPU_014212 -1.00495785879407 7.44681695009768 12.0803421793783 0.000509562445274653 0.0254619762434548
HELPU_021899 4.0454340657817 1.05867831576581 10.7924771607506 0.00101913410980556 0.0389668128403501
HELPU_001686 -0.67880720383679 6.01505081518217 10.1365969416421 0.00145354261259151 0.0480900930427227
HELPU_012434 -1.89826657186478 4.45623736292208 20.8919459130265 4.8593347963088e-06 0.00124436934338601
HELPU_012438 1.12607145738529 6.29773864119336 17.1127467006083 3.52250976799334e-05 0.00505825139413153
HELPU_023050 9.71539429815754 1.30409848258167 12.9439999027949 0.000320948512820867 0.0194815747282266
HELPU_021703 -7.67749284046932 0.713251530382648 15.2257626465217 9.53931438857132e-05 0.00896172334036253
HELPU_006684 -1.13840525766778 6.05273795755742 10.2142496931737 0.00139359677901588 0.0471893752299408
HELPU_002267 -1.43076637182676 5.12073335055576 18.2086191106877 1.9798084735957e-05 0.00324470810737599
HELPU_002274 -1.72810512858011 3.64833605585722 14.7349137732625 0.00012373363109991 0.0105844466942932
HELPU_007408 1.51770783688004 5.27383788466959 10.8477320902662 0.000989168286282572 0.0384158271182111
HELPU_009127 -0.931225745047803 4.28983029690513 11.6967250539415 0.000626101971576305 0.0289561899097579
HELPU_010276 3.01936195944445 2.21254570330553 14.2545459224858 0.000159674665240435 0.0124024080029644
HELPU_012924 -6.58888055167486 1.21212489679601 19.6251462630884 9.42209435971928e-06 0.0019064037587832
HELPU_004265 -2.32537130592589 1.49250863636854 10.6490042157872 0.00110130184971235 0.0411144328358445
HELPU_004272 -1.23534254771591 7.16984583132007 12.2449981748798 0.000466506991052396 0.0241948831530308
HELPU_006346 -1.59406222939776 3.10463597161541 14.3127224870171 0.000154815018513535 0.0121400159732934
HELPU_012622 6.53812310640147 0.865503793862157 19.6460518887983 9.31956761026206e-06 0.0019064037587832
HELPU_006135 -1.35692650520092 4.89763497093904 13.6867934543181 0.00021596791281148 0.0153136659978353
HELPU_002242 -1.58774805022467 8.6564851684937 19.9501842822634 7.94862935516512e-06 0.00173693448669068
HELPU_013145 -3.05451965613597 6.5291385654765 18.0312809127387 2.17304800310396e-05 0.00347791733992613
HELPU_015501 2.5902228822816 4.7416484710065 20.6502911664782 5.51288023821637e-06 0.00130942890179896
HELPU_008055 1.46663542057378 3.83978819341421 15.5002779113185 8.24931245826039e-05 0.00824377938283107
HELPU_007142 4.41779746447035 3.56974541630345 13.8664782276145 0.000196268156583478 0.014317064337171
HELPU_021987 -3.73871031576492 4.08464019970457 13.7194626304733 0.000212243587969815 0.0151897823722152
HELPU_003319 -1.07465864740344 6.09298911080933 10.7482176427801 0.00104379799009915 0.0396909634796636
HELPU_002206 0.851270952327425 6.17096555899202 13.4165536926929 0.000249413497504364 0.0168910653330538
HELPU_008654 1.85633320653999 2.81977212585678 21.7645227837765 3.08247636538303e-06 0.000953183116080425
HELPU_009091 -1.10002891504557 5.79666643227861 10.4230883435471 0.00124449608108814 0.0443392310281597
HELPU_022094 -1.18937943359531 7.02406721036298 15.8989939491314 6.68142235907664e-05 0.00733220286015289
HELPU_021836 9.84058474776482 4.32977011654395 11.8637025117113 0.000572386342220554 0.0275097940253744
HELPU_007506 -0.925856241738512 5.58195570247114 12.405500495527 0.000428071062057666 0.0230778178817865
HELPU_023047 0.744745764954554 6.49567881468662 12.4623190574784 0.000415244080134275 0.0230334309371557
HELPU_020631 5.67872668292383 2.25875697675113 14.2656550814688 0.000158734965472066 0.0123881302339128
HELPU_006772 10.4174493028297 3.62721054940589 41.9892179280414 9.17780823133804e-11 1.67127887892666e-07
HELPU_005508 2.70876950107133 4.39453130109854 24.9291322317505 5.94768337201754e-07 0.000295845576484274
HELPU_017613 4.48913365078539 4.36474636375694 29.1365458782976 6.74525276360801e-08 5.78956359684272e-05
HELPU_018277 2.20161902771821 3.8872365909815 16.7370951594426 4.29332859675441e-05 0.00554042223403213
HELPU_016978 -2.44156740473562 3.9679138849484 12.7790188899646 0.000350528725258626 0.0206648031592217
HELPU_003631 1.27290980939153 7.0856540725338 15.2610964602175 9.36250837657588e-05 0.00887568533521358
HELPU_001061 -0.819059242816321 4.37834694476073 10.0191572008204 0.00154920341910964 0.0499575445655575
HELPU_003652 2.94143501793791 3.59668571085044 11.4843444909358 0.000701848763613823 0.0315139709229231
HELPU_001160 -0.852394909883685 7.15792912815503 11.1429144770891 0.000843532549326838 0.0351772390608589
HELPU_001158 6.66855437576037 1.39550952524087 11.1250967215647 0.000851674350194387 0.0354266267140503
HELPU_009595 1.49573936810457 2.60039163330668 15.8982066577883 6.68420225738053e-05 0.00733220286015289
HELPU_009596 -3.10073626342522 3.65442608154473 12.6848103665616 0.000368637975503658 0.0215049105361633
HELPU_001508 -4.96914987748198 1.71282377040516 15.6533458909283 7.60778639042607e-05 0.00804412975178664
HELPU_001533 -0.908866803460053 5.61987870468622 13.1086606383003 0.000293933757056391 0.0187442814957089
HELPU_005939 2.10352055299891 6.76545394256982 14.2360808859918 0.000161248994298724 0.0124070881106187
HELPU_022425 3.15290252738215 0.653384819275555 16.2593392241353 5.52366492063367e-05 0.00660783535651571
HELPU_008460 1.14311887293636 6.71887478489158 22.9331120958059 1.6773737726254e-06 0.000591382150036842
HELPU_007970 0.672967900996884 5.07670979497072 10.4329185058236 0.00123788977744336 0.0443392310281597
HELPU_002408 -4.11965849395125 4.13887863204308 14.1765818735756 0.00016642901740776 0.0126745823458776
HELPU_022775 -1.63351752361826 5.10517529704125 21.5748509532321 3.4028469718341e-06 0.000995879625381946
HELPU_011427 -0.7612375290868 6.13134464146931 12.1519274486358 0.00049037160826394 0.0248502115975424
HELPU_018005 -5.53624567168754 0.91136248561656 11.3612366381451 0.00074992875713441 0.0326010143254001
HELPU_018544 2.73108367691835 4.86622405370584 13.2922136357288 0.000266510627976576 0.017755458056537
HELPU_015757 1.54322309178699 5.95700806557276 14.5461813442 0.000136765563591468 0.0112072541085028
HELPU_005094 -1.26056312345968 5.59747091100113 12.4408875443246 0.00042003613092629 0.0230334309371557
HELPU_005103 0.901697273458423 6.23951111782028 10.3982435790894 0.0012613523600449 0.0446304489361914
HELPU_014309 -0.961097875865519 5.99904660123066 15.4246274706179 8.5861984553154e-05 0.00843269739319235
HELPU_008361 -1.09573796942802 5.95365520706258 14.7210861748627 0.000124644469583171 0.0105844466942932
HELPU_015842 2.68184879802279 1.68565335693843 12.4382631254706 0.000420626768419024 0.0230334309371557
HELPU_018523 3.25947685010773 2.62905597785455 10.5321954241337 0.00117312770696025 0.0429160490834188
HELPU_013402 -1.17087627175316 6.65355913671343 12.0745977042214 0.000511134918792887 0.0254619762434548
HELPU_022315 -1.32780209906254 5.86458317986917 14.9923110067367 0.000107950127780154 0.00982885913438306
HELPU_020803 2.91225397202658 2.98925906511214 10.1402444476476 0.00145066924678267 0.0480900930427227
HELPU_015630 -1.44923665885644 3.34727160374778 16.7909057502392 4.17328269178969e-05 0.00549142147574228
HELPU_017628 0.875333023161795 5.93120792682291 15.1725621804801 9.81188193625737e-05 0.00913675755984784
HELPU_018288 -1.33387525796616 6.53663233601861 14.5076254543861 0.000139593339731797 0.0113820658948478
