logFC logCPM LR PValue padj
HELPU_020468 0.57860784074453 4.46099039161979 9.57009047251265 0.00197773035731046 0.023963514292395
HELPU_022034 4.46709591824107 1.77504690351191 9.67626034111118 0.00186664178176879 0.0230537996694865
HELPU_022596 3.19937428570028 3.35175861512649 8.78509784832612 0.00303701274461156 0.0322786004354337
HELPU_008223 -3.39559587938782 6.458382326296 10.9171195312511 0.000952796412542274 0.0142731481395254
HELPU_009297 2.52149488607092 1.85714966376594 9.09742628434622 0.00255969426629224 0.0286941377087986
HELPU_019413 5.1690087590336 3.64343250242427 20.3423321057829 6.47520473871071e-06 0.00031583967399622
HELPU_003668 8.21137920102742 2.81805397791241 9.05811668867749 0.00261531219004564 0.0291184453007188
HELPU_020626 -4.32343268075163 1.79115333326899 11.2737303222282 0.000786116024779739 0.0123170702964772
HELPU_001675 0.738372406751508 6.53828870524 8.34939863642833 0.00385815002770343 0.0383451915124509
HELPU_015767 1.79705585878264 8.41775051585907 17.9597467012413 2.25626106420203e-05 0.000838500285288143
HELPU_015196 0.921314285706186 4.72196703181408 8.82312795726856 0.00297436372340175 0.0317587283639699
HELPU_012438 -1.02619578307257 6.29773864119336 14.2771330103053 0.000157769921190761 0.00385924065432147
HELPU_007966 -1.87362636804845 6.08318283408374 8.7187960443375 0.00314945955744464 0.0331938859723216
HELPU_004176 -5.3993548919799 1.65084609754311 10.3166469232439 0.00131835595180844 0.0181110944628571
HELPU_023050 -8.72820018507517 1.30409848258167 11.3952909393445 0.000736305161609909 0.0117044668221385
HELPU_015674 -3.65179630350577 4.13169632689921 11.4674855871408 0.00070824440327563 0.0114358793352555
HELPU_016047 -2.50000945383592 2.25886233386089 13.9949710264355 0.000183300241740364 0.00433493169102861
HELPU_007336 -4.14908216453381 2.82622278613859 8.49703857528915 0.00355724988498432 0.0363691630474161
HELPU_007339 1.1372675929711 6.75595057550447 13.7580931747803 0.000207923058543781 0.00475928911518719
HELPU_004350 2.23984628150154 1.20163632448542 12.9856132997647 0.00031389350640328 0.00652015294859741
HELPU_004355 0.730375815597366 7.05338841696399 7.63703178513687 0.00571819367933235 0.0498887050474964
HELPU_004354 -1.10879122606388 4.25324132142957 12.456818998326 0.000416468597756444 0.00794665979412451
