logFC logCPM LR PValue padj
HELPU_015180 -9.98966227008186 1.66479895962547 9.66460635206038 0.00187852008874571 0.0436695967864589
HELPU_011357 -3.83210563537243 2.70237740341009 14.3750115943744 0.000149776786644682 0.00713573184976656
HELPU_009651 -2.58830548096938 3.79980044862257 12.054139810086 0.00051677488559842 0.0181358107067934
HELPU_009652 -3.87214974030233 3.81611706882499 12.2764189579464 0.00045871774304218 0.0164146836041884
HELPU_019823 -1.7511137157176 4.97037040590782 11.3502469010023 0.000754379395197108 0.0238678067719795
HELPU_016286 -4.14178971021215 8.16219947703835 32.5839275570096 1.14154868496335e-08 3.01755506417167e-06
HELPU_017691 -1.98701015080867 4.64567008799103 13.822037241855 0.000200965225222432 0.0089989592245094
HELPU_007530 -1.39715122882614 6.74118994788332 15.7743376850802 7.13639368037918e-05 0.00406105402874078
HELPU_015496 -8.69631849161356 1.27322949254428 23.0162402245181 1.60638658168721e-06 0.00020568023193181
HELPU_008676 1.20757306438594 3.53331124036468 10.4010097997846 0.00125946420428968 0.0331854643795878
HELPU_015555 -2.9732227883413 3.5195398906651 17.2689653131326 3.24442865054618e-05 0.00220634610596686
HELPU_015091 0.952823636580188 5.25700424020342 31.5033205324085 1.99099495034463e-08 4.79859062370561e-06
HELPU_008365 3.96528316862252 0.513603741070116 11.3286638468653 0.000763197960751581 0.0240529345053913
HELPU_008363 4.75612630882855 1.15667841853888 10.2768739079781 0.00134707988531323 0.0346697574914933
HELPU_004202 10.5768148519426 1.16607667060955 48.0313251387418 4.19463813963799e-12 2.29153081568423e-09
HELPU_010958 1.76721986442795 3.17145697329846 11.1069849303114 0.000860031931200957 0.0261503957707838
HELPU_006656 -3.10718108777874 0.99693951502505 13.471346845694 0.000242234364014608 0.0102849196679674
HELPU_022030 -8.53781363537826 0.477700925125638 37.7870594523163 7.89034413038872e-10 3.00732209192885e-07
HELPU_005194 3.24878755922879 4.14784152189974 28.5299386664136 9.2260803874662e-08 1.80007418416885e-05
HELPU_007004 -0.533073744666707 5.09460132596469 10.7428548758772 0.00104682714544228 0.0295481528931566
HELPU_003777 -4.25587220965854 2.0186676592352 13.4984542824225 0.000238760046029596 0.0102168104291881
HELPU_004406 -3.14234057227937 2.6626246871181 12.7674391304125 0.000352705374918023 0.0136654571856536
HELPU_004408 -3.35348044182755 4.47791014657321 18.6317120833036 1.58560947838409e-05 0.00126148319132218
HELPU_004407 -3.31217481695525 4.01163409645773 10.9070694034204 0.000957979600269556 0.0281873028165489
HELPU_017920 1.55889442814154 6.70004126937999 10.3012576132613 0.00132939579021105 0.0344738411483686
HELPU_023867 3.54744563804992 2.1680066097581 23.1561017067327 1.4936848569028e-06 0.000192755914328977
HELPU_020147 -1.38873985864453 3.58202587119213 12.3964958635831 0.00043014027698839 0.0156309733914916
HELPU_002106 -2.27092406401798 8.04909537873682 23.1752060888178 1.47891879266038e-06 0.000192365080102468
HELPU_002112 -1.78771103003574 3.81246532057107 10.3080298310141 0.00132452611731807 0.0344019945114515
HELPU_013252 0.92708568650446 6.89886612461325 14.6539196047052 0.000129165755768633 0.00639546094045961
HELPU_018040 -10.5991268026663 3.7552187263925 26.6147396638986 2.48341883592184e-07 4.28428961072874e-05
HELPU_018039 -6.50175281817288 0.496905975999315 14.1138949781374 0.000172068025946375 0.00796616631987326
HELPU_020322 0.866493227774054 7.35589925473929 12.6672426575517 0.000372117910125263 0.0142491598809414
HELPU_015239 -8.199596631568 0.59120596921453 67.9680069820032 1.66169941577489e-16 1.94525655179534e-13
HELPU_015240 -4.10612490364102 2.88893664887076 74.5236680589155 5.99156262045202e-18 8.18297664888234e-15
HELPU_012627 3.54761362844495 4.5317185149899 9.83465428818456 0.0017125446597273 0.0408542859217914
HELPU_012630 2.17307600078796 2.4459017776131 11.4189688112636 0.000726980334259894 0.0232704701136434
HELPU_013418 -2.10809398558286 3.80272980692215 21.5400167353145 3.46521849528901e-06 0.000391665282202011
HELPU_012253 -6.28065376299167 1.52377070516867 20.7001181100787 5.37126885685083e-06 0.000543393366018075
HELPU_021702 2.00890774362824 2.32455461029122 11.5731556829482 0.000669107679454229 0.0219320115171507
HELPU_010516 -1.31006579331786 4.90969303592589 28.6600870111375 8.62634774132104e-08 1.70333991725916e-05
HELPU_013554 4.18879470620574 0.688661253575886 10.5008174315238 0.00119321745746033 0.0320059589366896
HELPU_011433 -2.18884393376405 2.01591711965844 9.55726406454739 0.00199159719560321 0.0453967822513782
HELPU_016076 -2.36865585534568 3.24446513402975 13.9398570087397 0.000188753356497203 0.00861641682857655
HELPU_011256 -3.77702615720629 1.7020455614114 9.4324485107977 0.0021317947361217 0.0473639094665593
HELPU_012753 -2.52075352077948 1.91401298615038 11.3049975156693 0.000772987518595393 0.0242691426096933
HELPU_012752 -2.32797608436968 4.31219475288454 15.4559344605155 8.44513502766115e-05 0.00461357726561129
HELPU_010140 -6.38239759300004 2.20877862539435 15.6721219743996 7.53263039234731e-05 0.00424234637457663
HELPU_010507 2.46048409139099 0.932548666857931 13.6887123723864 0.000215747344733431 0.00942902195422988
HELPU_018903 0.752754171636351 6.87209089424321 10.7521251229425 0.0010415964369127 0.0294831157246327
HELPU_023661 -3.73857788254298 0.177233306537249 13.4500535786725 0.000244999185002629 0.0103421672155935
HELPU_017910 -10.6029603932997 3.28653501498233 33.7933275382548 6.128871272362e-09 1.70247578445324e-06
HELPU_019680 -3.28006064426526 4.30772694440052 13.1846046854629 0.000282258349692864 0.0114503269631593
HELPU_013289 -1.17763981031532 7.64419908567485 10.6916743181785 0.00107618761767013 0.0298979530312824
HELPU_020426 0.783896866835817 5.89316321015078 9.39091467025598 0.00218063382806237 0.0479710171920996
HELPU_011177 8.7736249158992 2.30007272070147 90.9772126079635 1.45336250458416e-21 3.40273686966139e-18
HELPU_020890 -2.97721732335248 7.07801921993311 20.8761069081755 4.8996829231243e-06 0.000514749380942848
HELPU_020984 2.76863807182517 1.3981321281407 17.2510530168061 3.27515981986191e-05 0.00221030312281688
HELPU_008027 -3.3180523708952 5.89184463250364 199.756239635202 2.36061967956541e-45 1.28960653094658e-41
HELPU_007173 -1.44690755446005 6.58246687035911 12.948660390756 0.000320150502771027 0.0127044711620202
HELPU_016916 2.3262651035109 2.46055177792954 16.9839329118007 3.76974824788848e-05 0.00246145035994599
HELPU_003874 1.69716907716474 8.78223130340231 11.1173109680832 0.000855256934451028 0.0261020594017093
HELPU_019086 1.08289786250933 5.37597437774648 20.838562232693 4.99667212680087e-06 0.00052125185795644
HELPU_008128 -1.07864558659666 4.01775692180893 10.4082102602804 0.00125456274545921 0.0331095472388584
HELPU_007245 2.58337411870656 6.12587825192615 37.6471531285204 8.47703062173164e-10 3.15750124680818e-07
HELPU_011651 1.82242871900406 10.963681525332 9.47516142367527 0.0020827255846844 0.0468227566630901
HELPU_007823 1.69903340285399 6.87791335851332 16.3117757651536 5.37290252972765e-05 0.00324931732692644
HELPU_016390 1.6418788012502 4.85430106994945 22.3514326142505 2.2704361920054e-06 0.000274757425541646
HELPU_013637 4.91102842731223 1.40525585347994 17.0983624909367 3.54928939727672e-05 0.00236460585089302
HELPU_007769 -3.19888869638921 6.75337615239512 10.6706607531017 0.00108848228565706 0.0300828603366502
HELPU_013799 -2.09965271786004 3.5120300309305 10.2856978472285 0.00134065306101866 0.0346015165622595
HELPU_020220 -3.06748593645466 1.09960445622275 12.8145154231972 0.000343940478061369 0.0134598882188238
HELPU_016519 6.63643214724053 4.88655850546416 320.606948314398 1.0683047090356e-71 1.75084458763845e-67
HELPU_016521 6.99882029729248 6.49300952118352 22.6796527701203 1.91383767799952e-06 0.000237620346247986
HELPU_000084 -6.70197641509125 1.71283443838509 15.2982319693566 9.18023940138102e-05 0.0048849007645855
HELPU_000086 -4.79708133352568 3.84000781568818 26.3750766288986 2.81144934908138e-07 4.70171871245864e-05
HELPU_000093 0.876594657232289 3.3939729953878 9.37670332973843 0.00219760408576324 0.0482795353372301
HELPU_000106 -1.08147020892568 6.84563152980644 14.6798486367697 0.000127401110082893 0.0063272024034804
HELPU_023623 3.29700189789921 1.93229617368761 11.3251742256905 0.000764633527201714 0.0240529345053913
HELPU_001944 -1.57030814044372 4.96814641194697 12.6197274161623 0.000381696988693236 0.0144806295085497
HELPU_001951 -1.45113057283545 4.23968317697844 9.3515408933693 0.00222798071041422 0.0488160105120036
HELPU_001966 -2.48664611895757 4.55576251992424 10.6416254601921 0.00110570449289686 0.0303560398440153
HELPU_016067 -2.8312234246448 2.8365973139482 10.4921215513514 0.00119884635074704 0.0320230426975503
HELPU_011529 2.00313210628181 2.82344312979562 11.6302136682387 0.000648891003628173 0.0213119732634512
HELPU_013816 -0.769873664441567 4.20490279309141 10.2584567636294 0.00136059448492733 0.0349458409807022
HELPU_008217 -8.75299649602646 2.21830619820519 12.4682833993203 0.000413920300717161 0.0154175904737581
HELPU_007292 -3.11972118601142 5.59549311414951 11.8101713454469 0.000589080108945022 0.0199060492896906
HELPU_007289 1.64395002006544 8.68440271980052 10.0462852652877 0.0015265545845605 0.0377356004319187
HELPU_007291 2.50968669341559 4.54373181103036 15.9146733073426 6.62630064562269e-05 0.00382388877750388
HELPU_018439 0.833968616273266 4.77974424439122 13.7091028649263 0.00021341755350437 0.00935213979781583
HELPU_019577 -2.48454949783359 1.47824739915852 9.66152217797422 0.00188167642907722 0.0436810127424172
HELPU_001771 0.764635433619329 4.88862343624238 11.7048088616512 0.000623387845821893 0.0207523096457682
HELPU_001791 -3.25650157979135 1.74408491164437 12.1150833036312 0.000500156036860637 0.0176660717416142
HELPU_001790 -2.74968523750614 2.3946078328265 15.1816257144161 9.76489797076447e-05 0.00514588144189257
HELPU_002306 3.15969790024233 1.92416123621932 11.7138627426661 0.0006203621226058 0.0207069548419276
HELPU_014967 -1.9151993387319 3.32102164445771 16.2017927598206 5.69402045713192e-05 0.00343085666440938
HELPU_008992 1.78656026953627 6.53295055128463 11.271860021392 0.00078690843373603 0.0245245766156633
HELPU_021816 -5.3628556316086 2.41787533274186 10.836063389199 0.0009954213447723 0.0287724169655613
HELPU_013926 1.07358599152195 6.74250886054259 41.1394888911414 1.41743470669573e-10 6.27846956973956e-08
HELPU_018066 -1.18860809284975 5.24476639163389 11.2678614037263 0.000788605276493658 0.0245245766156633
HELPU_022499 -5.13658176101899 1.00710020004489 40.2884141610527 2.19104488285302e-10 9.44974594344162e-08
HELPU_017295 6.09416877008999 7.47591397757138 17.4458300903897 2.9561202441275e-05 0.00205287519834769
HELPU_004065 3.46201582565312 2.30613460547431 17.5607089280996 2.78279136270284e-05 0.00198292033231899
HELPU_019848 -9.45769146355596 3.80271040680573 23.7393454966353 1.1030430997709e-06 0.000151914061866767
HELPU_001559 -1.34838510590743 4.14523532075234 9.57321390848572 0.00197436840607798 0.0451296008468786
HELPU_001553 1.35296832900794 6.1302159224897 12.7088449802123 0.000363930136810129 0.0139682693493705
HELPU_001564 2.08256402146547 3.16617488805945 17.6052480193728 2.71837146745663e-05 0.00194547554498457
HELPU_019407 1.94218617609867 5.25133314172584 17.0222378245654 3.6944586309001e-05 0.00242193930007287
HELPU_006784 -4.53039513063244 3.66209367649093 14.4099608598232 0.000147022571222183 0.0070454763735683
HELPU_000310 -3.44145896860771 1.87107473870349 11.9488304784772 0.000546816939035626 0.0187093586928077
HELPU_012594 8.73226156522507 1.1678825864847 19.31090706258 1.11070063530808e-05 0.000953050927333197
HELPU_018071 -5.87080685497571 0.301652528381605 10.6334112294761 0.00111062658134151 0.0304029798918505
HELPU_016783 -3.3293231230805 2.27948126042275 9.60744515079858 0.0019379006581889 0.0446070981559802
HELPU_021853 -5.98623764215997 0.666717835646339 25.0118184275888 5.69799782431156e-07 8.55244135464214e-05
HELPU_004997 0.971819892625769 9.08105736415288 9.76519065018169 0.00177847071801924 0.0419386425864996
HELPU_005000 -7.52242303263325 3.87086135969292 18.2939593444065 1.89306498699301e-05 0.00144304381729435
HELPU_020881 -7.39971077478679 3.60094613290457 25.1762022661382 5.23238857581726e-07 8.01435667000646e-05
HELPU_011771 -0.971994719459072 6.31425319607245 16.0753272312798 6.08719755508381e-05 0.00361460437428509
HELPU_002481 1.16626104033413 2.79503155624349 14.4212084177954 0.000146147086836371 0.00702741870946332
HELPU_013540 -3.80476260752792 0.931818356513202 14.3145690260838 0.000154663234942068 0.00732594149556519
HELPU_008641 0.638279786124876 5.79664825364608 10.8149640048302 0.00100682981987835 0.0289619316953349
HELPU_004544 1.02623257292403 6.20931814662491 9.32809782939563 0.0022566648811558 0.0491161762779049
HELPU_003388 -1.60459416553256 7.41530525947346 17.0575213697377 3.62644553711431e-05 0.0023869002372597
HELPU_016695 9.23437504658597 4.48179651772937 35.5934992206641 2.43097447153075e-09 7.98370425032004e-07
HELPU_016696 0.873620191187216 6.18166531724606 10.5959388580979 0.00113336332213938 0.0308038001435195
HELPU_023075 -6.96971899697712 1.74901151397217 20.0774399306417 7.43687768149063e-06 0.000692516979101988
HELPU_008550 -1.19210548123362 4.55672440521494 11.9824548276222 0.000537037910205789 0.0184693740998418
HELPU_004942 -2.45946874868621 1.50241311315115 13.8156234777781 0.000201652399246123 0.00900512580720631
HELPU_021800 5.21796416995374 0.238706239920308 11.7984331130221 0.000592805927422327 0.0199907332191863
HELPU_021221 -8.03352705465801 1.04972292962429 16.7391552612308 4.28866943645889e-05 0.002745586070083
HELPU_010318 -7.00729153682134 3.03435903126358 27.7627010045182 1.37144859603019e-07 2.60330770317726e-05
HELPU_011655 -3.82063839336155 1.8903829289711 16.5043802001801 4.85378133470432e-05 0.00304783993465399
HELPU_006478 0.80615026145549 6.42126252549348 12.3715198810044 0.000435932592770751 0.0158064142984952
HELPU_021373 4.88628921953305 3.41457434385352 25.116337865366 5.39736288995614e-07 8.19049818550845e-05
HELPU_011395 1.66098372888807 1.93265748458758 9.46382497201147 0.00209563629809193 0.0470459389325564
HELPU_005350 1.46486363552884 2.05078564034243 9.8109736876569 0.0017347363812486 0.0412037602207005
HELPU_008023 -7.41838589103109 1.53008347897313 11.0153894003918 0.000903585419765153 0.027172222834002
HELPU_008018 -1.74518218081825 4.61833700455964 26.620551966271 2.47595906897199e-07 4.28428961072874e-05
HELPU_003281 1.17873443648897 2.94071575748774 10.1301712477034 0.00145861855494154 0.036664569780578
HELPU_003287 1.68320656398571 3.31066583819778 15.4370408122864 8.52998480209233e-05 0.00463577991682001
HELPU_004412 -3.72220054505953 2.42118199985974 10.5840995658924 0.0011406443844658 0.0308482191699836
HELPU_004415 1.47952546886358 5.72940518593442 15.3696444602285 8.83970468725837e-05 0.00478131749569233
HELPU_004488 0.598766982845651 6.26756408544685 10.872524717902 0.000976013869808061 0.028475223021842
HELPU_021661 -1.82203045038126 2.45130121022549 13.2216425128341 0.000276734999036733 0.011254118856608
HELPU_002329 -0.761117509041037 4.44355329041306 9.3356555666428 0.00224737679139415 0.0489790668007429
HELPU_020234 -9.0087915948121 3.87477552368872 34.981736639015 3.32812350084117e-09 1.02914369915634e-06
HELPU_018672 -9.65143176553034 0.298318210983487 12.4244267206503 0.000423754597681035 0.0155125993478651
HELPU_010350 -1.33396001980958 4.72287359060294 10.10816559314 0.00147613819299463 0.0369350058702122
HELPU_003377 -1.11867332711596 4.575123103399 12.4281674998852 0.000422906657491486 0.0155125993478651
HELPU_012721 4.30227647073783 2.69677540253254 16.4565742929025 4.97772612663705e-05 0.00311373868280361
HELPU_016272 -5.00764674731539 1.60455208866735 19.6675328555477 9.21538585984676e-06 0.000816383561389343
HELPU_011996 -0.932382287352226 7.26948745838904 10.0501935108916 0.00152331939633954 0.0377125099495601
HELPU_007669 1.43984158919754 7.18516339042434 11.2807336619867 0.000783156006054752 0.0244945492046399
HELPU_010404 -2.58046620730136 4.38765885651147 22.0093119746181 2.71330858488922e-06 0.000315378825515954
HELPU_009946 10.9681378038092 2.96510673844144 18.6152045353934 1.59939843018902e-05 0.00126376068201476
HELPU_002955 1.05048317424383 4.25420970417338 9.88321720591314 0.00166793054436674 0.0402587830509964
HELPU_009506 -1.67911600113011 8.26763071632411 14.2117745628501 0.000163345210108004 0.00764875613845736
HELPU_013547 -1.18912748669009 6.22851574426494 9.31251277613745 0.00227594128775975 0.0493519517800969
HELPU_005880 -4.1119253750101 1.18456537223247 15.0363696139451 0.000105459119349838 0.00548812445147128
HELPU_011838 2.49579074452503 4.88121031112566 54.2837229718968 1.73533321714444e-13 1.23653809112088e-10
HELPU_012825 -3.17963313483809 0.24442785811393 13.3461391072581 0.000258955213665309 0.0108265739713285
HELPU_009638 4.84644326905718 0.347987793577469 26.5553845285217 2.56089959124611e-07 4.32686426813737e-05
HELPU_007115 2.15054710348476 2.00143735702674 14.8360781133453 0.000117270497762171 0.00600608183695069
HELPU_022898 -7.39936556778024 0.625206641265614 14.8055085635608 0.000119186843461385 0.00606631421580325
HELPU_014978 -1.2538990542827 6.20069686061386 10.1674686299902 0.00142940394365986 0.0360407711271408
HELPU_018599 -2.43493128218968 5.14949283515651 9.46141259838021 0.00209839412775024 0.0470459389325564
HELPU_008794 -3.87163848828593 2.40567533170517 10.6324639708738 0.00111119561628034 0.0304029798918505
HELPU_008790 -5.68231548685442 1.76198452646869 10.9621374756106 0.000929924874721088 0.0277100704941889
HELPU_012139 1.10333725955157 5.96890843735736 12.0852449503927 0.000508224239679912 0.0179124452991701
HELPU_013364 1.30946945158091 0.915421016717112 13.3816609935851 0.000254096602871244 0.0106506118272553
HELPU_013365 1.42850883848832 3.76797693311749 18.0797999991981 2.11836925431527e-05 0.00158529468990744
HELPU_007036 -2.84021680193698 5.67196896415925 10.4538139133284 0.0012239647869761 0.0324268654265826
HELPU_007038 -1.73575302746116 3.38671065697312 13.8335326696519 0.000199739496854649 0.00899321597239243
HELPU_005840 -2.56382932585915 3.02505334206942 11.2833505241296 0.000782052860607891 0.0244945492046399
HELPU_014198 2.11403423918346 2.85830672474439 10.8824624181205 0.000970790937906775 0.0284113171122796
HELPU_018371 -2.11982614654656 4.35818651937859 15.4868374185557 8.30817883617366e-05 0.00455393789117225
HELPU_006470 2.29680904634964 4.47828216664847 52.6641228825415 3.95754817530278e-13 2.49462527096297e-10
HELPU_020540 -10.7781142142891 1.02244023445372 36.5562798030675 1.48321357769355e-09 5.2844320271347e-07
HELPU_008976 -4.82951583209006 4.00123372858062 21.6322624530466 3.30249867998669e-06 0.000375865631015986
HELPU_017816 -4.02550029015203 2.21017590890301 13.618997779243 0.000223908182066568 0.00975965743587495
HELPU_011183 -3.49239578309836 3.800626754957 23.2597400699715 1.41531851904656e-06 0.000187061735553662
HELPU_013186 2.16830484093395 7.88438174664975 28.7118698003368 8.39873706601134e-08 1.67862075335195e-05
HELPU_009065 0.844907664636921 3.6267647509471 9.99672204703561 0.00156819115147436 0.0385323609917741
